Consumo_ID;Reserva_ID;Data_Consumo;Categoria_Consumo;Item_Descricao;Quantidade;Valor_Unitario
CNS-76991630;RSV-73335357;15/12/2024;Restaurante;Almoço Buffet;1;49,46
CNS-97427838;RSV-13573981;24/11/2025;Estacionamento;Diária de Estacionamento;1;42,50
CNS-66936543;RSV-75865477;26/04/2026;Room Service;Tábua de Frios;1;84,84
CNS-80631307;RSV-51811978;01/05/2026;Spa;Circuito de Sauna;1;229,44
CNS-19743799;RSV-12278458;09.02.25;Frigobar;Chocolate;1;18,93
CNS-79549820;RSV-45215033;01.03.26;Restaurante;Almoço Buffet;1;120,04
CNS-94885649;RSV-43883667;22/04/2025;lavanderia;Lavagem a Seco;1;33,18
CNS-62439149;RSV-99047371;06/06/2025;Spa;Day Use Spa;1;402,97
CNS-26259342;RSV-72038144;26/08/2024;Restaurante;Pizza Margherita;1;90,19
CNS-71517037;RSV-59521820;02/12/2024;Restaurante;Taça de Vinho Tinto;3;83,67
CNS-69187926;RSV-01340188;12.05.26;Passeio;Trilha ao Mirante  ;4;378,51
CNS-55572804;RSV-81244990;06/03/2026;Restaurante;Jantar Executivo;4;76,08
CNS-80693843;RSV-36735191;16/12/2025;Room Service;Tábua de Frios;2;74,53
CNS-41075601;RSV-83535659;17/05/2025;Restaurante;Almoço Buffet;2;92,38
CNS-86707259;RSV-27346339;07/07/2025;Passeio;Tour de Vinícolas;1;120,03
CNS-24010009;RSV-45769147;19/10/2024;Restaurante;Porção de Petiscos;1;132,75
CNS-28029541;RSV-24896330;24/01/2026;Estacionamento;Valet;1;28,69
CNS-66639558;RSV-96538537;04/11/2024;Frigobar;Suco Natural;1;7,14
CNS-52439605;RSV-31105103;22/12/2024;Passeio;Passeio de Buggy;3;424,99
CNS-72858098;RSV-76593187;25/11/2025;Restaurante;Sobremesa da Casa;1;52,22
CNS-96582103;RSV-03021971;2024-08-10;Restaurante;Risoto de Camarão;3;42,72
CNS-00102108;RSV-65131435;05/09/2025;Restaurante;Almoço Buffet;4;114,45
CNS-43325041;RSV-34865285;28/03/2026;Room Service;Sanduíche Club;2;43,18
CNS-76411480;RSV-92586657;17/03/2026;Restaurante;porção de petiscos;1;34,52
CNS-27180485;RSV-96529084;10/05/2026;Spa;Tratamento Facial;2;138,53
CNS-11367404;RSV-46006319;27/02/2025;Frigobar;Água Mineral 500 ml;1;18,43
CNS-01473095;RSV-69480925;07/08/2024;Frigobar;Refrigerante Lata;1;16,20
CNS-09160933;RSV-30087667;17/04/2026;room service;Tábua de Frios;1;27,34
CNS-06537099;RSV-26673525;17/07/2024;Restaurante;Jantar Executivo;1;133,43
CNS-11665909;RSV-49361881;05/06/2026;Passeio;Tour de Vinícolas;3;350,16
CNS-68433808;RSV-52623371;08-04-2026;Room Service;Sanduíche Club;1;84,33
CNS-48177004;RSV-11427643;05/06/2025;Passeio;Aula de Stand-Up Paddle;1;310,32
CNS-92655480;RSV-64525847;24/11/2024;Frigobar;Mix de Castanhas;1;13,84
CNS-80859688;RSV-24896330;27/01/2026;Spa;Massagem Relaxante 50 min;2;224,97
CNS-40592797;RSV-74576253;29/08/2024;Room Service;Tábua de Frios;1;31,10
CNS-91929445;RSV-35371815;26/04/2026;Spa;Massagem Relaxante 50 min;2;R$ 226,25
CNS-86229668;RSV-29168527;18/10/2024;Frigobar;Água Mineral 500 ml;3;12,30
CNS-65831343;RSV-44504486;16/09/2024;Lavanderia;Passadoria Express;2;19,99
CNS-79778108;RSV-21733188;04/06/2025;Room Service;Tábua de Frios;1;50,06
CNS-81383917;RSV-53969206;03/10/2025;Frigobar;Água Mineral 500 ml;4;26,44
CNS-69448935;RSV-75974314;15/12/2024;Passeio;Passeio de Teleférico;1;336,34
CNS-19207438;RSV-90730461;2025-10-10;room service;Sanduíche Club;1;44,36
CNS-81257027;RSV-75320205;28/09/2024;FRIGOBAR;Água Mineral 500 ml;1;11,38
CNS-98329853;RSV-28884539;03/05/2026;Restaurante;Jantar Executivo;2;50,68
CNS-69395241;RSV-61293034;04/10/2025;Room Service;Café da Manhã no Quarto;2;40,01
CNS-92379893;RSV-83799414;23/01/2026;Restaurante;Pizza Margherita;1;128,93
CNS-74637051;RSV-40835206;14/11/2025;estacionamento;Valet;1;54,20
CNS-33197310;RSV-38324021;12/10/2024;Spa;Tratamento Facial;3;243,83
CNS-12097043;RSV-28197956;12/10/2024;Restaurante;Risoto de Camarão;1;70,94
CNS-91572023;RSV-23904497;19.08.25;Restaurante;Risoto de Camarão;1;40,24
CNS-86734269;RSV-72954928;28/12/2025;Spa;Day Use Spa;1;157,05
CNS-85867303;RSV-52399111;23/07/2024;Restaurante;Almoço Buffet;2;102,15
CNS-91968784;RSV-91111961;2025-04-01;Estacionamento;Diária de Estacionamento;1;38,92
CNS-80450365;RSV-01023687;2024-10-09;Estacionamento;Valet;1;53,91
CNS-47740103;RSV-06116469;2025-07-17;Restaurante;Almoço Buffet;4;112,41
CNS-18635415;RSV-39939302;16/02/2025;Lavanderia; Lavagem de Peça;1;44,13
CNS-90621242;RSV-52116660;01/06/2025;Spa;Massagem Relaxante 50 min;1;196,18
CNS-16687005;RSV-39626397;17/10/2025;Room Service;Café da Manhã no Quarto;1;52,39
CNS-05891708;RSV-04661410;21/04/2026;Room Service;Sanduíche Club;2;27,02
CNS-90580100;RSV-86180429;21/01/2026;Passeio;Passeio de Barco no Rio;2;287,95
CNS-41942679;RSV-40527464;2024-11-17;Restaurante;Almoço Buffet;1;78,98
CNS-36788151;RSV-80913373;20/12/2024;Spa;Circuito de Sauna;1;220,61
CNS-90338311;RSV-57396789;13/04/2025;Restaurante;Sobremesa da Casa;2;114,69
CNS-23229914;RSV-54271783;02/12/2024;Room Service;Omelete com Salada;4;41,61
CNS-18658675;RSV-54795523;05/10/2024;Frigobar;Água Mineral 500 ml;1;6,64
CNS-70647585;RSV-77371181;06/07/2025;Estacionamento;Diária de Estacionamento;1;48,83
CNS-58649821;RSV-61322740;2025-01-26;Restaurante;Pizza Margherita;4;94,22
CNS-58762752;RSV-96248942;07/01/2026;Passeio;Aula de Stand-Up Paddle;2;245,46
CNS-51528924;RSV-86371260;28/02/2026;Spa;Tratamento Facial;2;336,51
CNS-71979489;RSV-98099159;21/02/2026;Frigobar;Água Mineral 500 ml;3;19,72
CNS-76115873;RSV-25382355;19/02/2025;Restaurante;Sobremesa da Casa;4;86,96
CNS-97924240;RSV-33210210;23/02/2025;Restaurante;Risoto de Camarão;2;91,23
CNS-16875631;RSV-71673892;02/07/2025;Restaurante;Almoço Buffet;2;100,27
CNS-39454083;RSV-15043400;03/11/2024;Restaurante;Almoço Buffet;1;40,06
CNS-49838633;RSV-43349835;25/06/2025;Restaurante;Porção de Petiscos;1;137,06
CNS-93203729;RSV-93842929;2025-01-24;Lavanderia;Passadoria Express;2;37,41
CNS-67607535;RSV-58031799;28/04/2026;Lavanderia;Passadoria Express;2;36,12
CNS-97428530;RSV-99264734;08-01-2026;Restaurante;Almoço Buffet;2;39,06
CNS-84084277;RSV-79529184;05/12/2025;Estacionamento;Diária de Estacionamento;1;25,07
CNS-65615958;RSV-77670611;06.01.26;Frigobar;Refrigerante Lata;1;19,55
CNS-09379516;RSV-18255219;30/11/2024;Passeio;Mergulho com Cilindro;1;382,79
CNS-86940091;RSV-19463019;16/08/2024;Estacionamento;Valet;1;56,22
CNS-60224142;RSV-35886063;2024-10-12;Frigobar;Suco Natural;1;16,45
CNS-21491672;RSV-19412304;01.03.25;Lavanderia;Lavagem a Seco;1;15,52
CNS-57991159;RSV-41787486;14/02/2026;RESTAURANTE;Almoço Buffet;1;46,01
CNS-74897796;RSV-02409978;10/10/2025;Room Service;Sanduíche Club;4;54,16
CNS-30714126;RSV-61409774;2026-01-08;Passeio;Aula de Stand-Up Paddle;2;353,76
CNS-51753525;RSV-15001047;21/12/2025;Room Service;Omelete com Salada;3;35,72
CNS-19547737;RSV-96933054;20/03/2026;Frigobar;Mix de Castanhas;1;12,46
CNS-95850379;RSV-37335489;2026-04-29;Restaurante;Risoto de Camarão;2;95,84
CNS-29851849;RSV-31243936;06/09/2025;Room Service;Tábua de Frios;1;88,00
CNS-33189089;RSV-73171207;2026-02-17;Restaurante;Porção de Petiscos;1;122,30
CNS-49495407;RSV-53113169;05/08/2025;Frigobar;Refrigerante Lata;2;18,93
CNS-70505633;RSV-89714869;11/04/2026;Estacionamento;Valet;1;43,76
CNS-34335629;RSV-07846079;22/11/2025;Passeio;Tour  de Vinícolas;1;478,32
CNS-38500828;RSV-51407810;29/06/2025;Room Service;Tábua de Frios;3;73,13
CNS-81940921;RSV-32989098;30.10.25;Restaurante;Pizza Margherita;1;88,46
CNS-50196035;RSV-54888471;20/12/2025;Passeio;Trilha ao Mirante;1;145,95
CNS-28105109;RSV-25031430;13/07/2025;Room Service;Tábua de Frios;1;62,61
CNS-74135888;RSV-36248980;28/12/2025;Spa;Tratamento Facial;1;349,15
CNS-97452782;RSV-37454223;12/10/2025;Restaurante;Porção de Petiscos;1;76,61
CNS-78299653;RSV-05858974;18.03.26;Room Service;Tábua de Frios;2;87,43
CNS-72062081;RSV-07364449;22/02/2026;Passeio;Trilha ao Mirante;4;333,59
CNS-59886666;RSV-37162113;04/02/2026;Room Service;Sanduíche Club;1;88,47
CNS-52521286;RSV-26796296;25/12/2024;Restaurante;Sobremesa da Casa;1;63,51
CNS-42909191;RSV-72854636;11/06/2025;Spa;Day Use Spa;1;310,57
CNS-81666629;RSV-62342306;19/04/2025;Frigobar;Mix de Castanhas;1;12,85
CNS-80492907;RSV-95961541;18/07/2025;lavanderia;Lavagem de Peça;4;26,82
CNS-68934772;RSV-35473531;2024-11-07;Frigobar;Cerveja Long Neck;2;6,94
CNS-54957093;RSV-97217613;24-10-2024;spa;Tratamento Facial;1;260,30
CNS-24639026;RSV-03367978;01/09/2024;Restaurante;Jantar Executivo;1;115,98
CNS-60863906;RSV-39858281;07/10/2025;Frigobar;Mix de Castanhas;3;16,54
CNS-78894267;RSV-55525746;12/04/2026;Lavanderia;Lavagem a Seco;2;18,88
CNS-07027704;RSV-72620741;13/11/2025;Passeio;Aula de Stand-Up Paddle;4;316,53
CNS-51065367;RSV-45968841;10.08.24;Frigobar;Água Mineral 500 ml;2;26,07
CNS-66753996;RSV-11871545;30.04.26;Estacionamento;Diária de Estacionamento;1;32,87
CNS-68505164;RSV-14511830;28.12.25;Spa;Tratamento Facial;1;220,20
CNS-03838668;RSV-99714439;04/04/2026;Room Service;Sanduíche Club;1;55,94
CNS-73943165;RSV-43075535;2025-07-19;Frigobar;Mix de Castanhas;1;25,06
CNS-07857700;RSV-84989618;23/11/2025;Frigobar;Refrigerante Lata;2;26,06
CNS-35246594;RSV-62329896;27/02/2025;Frigobar;Mix de Castanhas;1;22,23
CNS-90024408;RSV-93631733;16-02-2026;Restaurante;Porção de Petiscos;2;31,73
CNS-25953266;RSV-72984748;02/05/2025;Frigobar  ;Suco Natural;4;7,49
CNS-62855656;RSV-48900577;10/05/2026;Restaurante;Taca de Vinho Tinto;2;39,36
CNS-57618886;RSV-71352374;06.03.26;Restaurante;Porção  de Petiscos;1;111,90
CNS-68668734;RSV-97251723;22/10/2024;Restaurante;porção de petiscos;3;35,22
CNS-12264554;RSV-33531007;24/11/2024;Estacionamento;diária de estacionamento;4;40,26
CNS-13468865;RSV-58779124;07/12/2024;Frigobar;Suco Natural;1;27,11
CNS-86076009;RSV-94524469;21/07/2024;Frigobar;Mix de Castanhas;1;8,05
CNS-74474270;RSV-85810809;30/03/2026;Estacionamento;Diária de Estacionamento;2;38,33
CNS-85985482;RSV-22333411;18/08/2024;Restaurante;Risoto de Camarão;1;123,50
CNS-12399480;RSV-72872573;14/03/2025;Frigobar;Refrigerante Lata;3;15,63
CNS-28248192;RSV-48514163;02/05/2025;Estacionamento;Valet;1;49,81
CNS-57946757;RSV-13270560;29/12/2024;Restaurante;Porção de Petiscos;1;108,27
CNS-56935199;RSV-54391041;01/06/2026;Frigobar;Cerveja Long Neck;1;11,00
CNS-95225050;RSV-69081357;24/08/2024;Room Service;Café da Manhã no Quarto;2;50,31
CNS-61883823;RSV-47902748;02-06-2026;Restaurante;Jantar Executivo;2;108,75
CNS-36017207;RSV-30083976;2024-11-22;Restaurante;Sobremesa da Casa;1;100,58
CNS-40949885;RSV-22667458;22/07/2024;Restaurante;Pizza Margherita;1;139,22
CNS-64756384;RSV-68400696;19/08/2024;Spa;Circuito de Sauna;1;233,10
CNS-29470987;RSV-67502491;15/05/2025;Room Service;Sanduíche Club;1;43,16
CNS-79773790;RSV-44328306;26/03/2025;Restaurante;Jantar Executivo;3;94,04
CNS-06122797;RSV-34584782;16/09/2024;Frigobar;Água Mineral 500 ml;1;26,67
CNS-52570508;RSV-19584264;16/08/2025;Restaurante;Pizza Margherita;1;110,43
CNS-78176182;RSV-12802202;24-04-2026;Frigobar;chocolate;3;14,02
CNS-62085502;RSV-61141225;26/04/2026;Restaurante;Almoço Buffet;2;35,11
CNS-21533185;RSV-45343820;31-05-2025;Passeio;Mergulho com Cilindro;4;214,37
CNS-65910326;RSV-50921935;16/04/2026;Restaurante;Taça de Vinho Tinto;4;98,65
CNS-76663507;RSV-54417735;30/08/2024;Lavanderia;Lavagem de Peça;1;30,91
CNS-16841900;RSV-40734191;23/12/2024;Restaurante;Pizza Margherita;2;77,01
CNS-81944052;RSV-46058162;31/01/2025;Frigobar;Refrigerante Lata;4;14,40
CNS-37137862;RSV-16191747;14/01/2026;Passeio;Aula de Stand-Up Paddle;1;210,02
CNS-24880687;RSV-73695292;24/07/2024;Restaurante;Jantar Executivo;1;122,87
CNS-49066340;RSV-72975770;14-04-2025;Frigobar;Refrigerante Lata;2;14,95
CNS-70746089;RSV-40270906;03/10/2025;Restaurante;Pizza Margherita;3;30,19
CNS-77293329;RSV-69715109;12/10/2024;Spa;Circuito de Sauna;4;237,62
CNS-08068540;RSV-53563012;24/01/2026;Estacionamento;Diária de Estacionamento;2;51,17
CNS-24713051;RSV-09857959;2025-05-26;Frigobar;Chocolate;1;26,17
CNS-01460803;RSV-50886180;18/07/2024;Frigobar;Suco Natural;1;11,19
CNS-02183466;RSV-97356433;25/09/2024;Restaurante;Almoço Buffet;4;88,74
CNS-75499531;RSV-71521853;09.12.25;Passeio;Passeio de Buggy;2;302,68
CNS-31841367;RSV-92759564;30/03/2026;Restaurante;Taça de Vinho Tinto;2;32,21
CNS-98100072;RSV-72004898;24/10/2024;Room Service;Café da Manhã no Quarto;2;44,70
CNS-35729350;RSV-68917781;29/06/2026;Frigobar;Chocolate;1;12,65
CNS-92186584;RSV-16496068;13/11/2024;Lavanderia;Lavagem a Seco;2;17,24
CNS-26382167;RSV-82051186;30-03-2025;Restaurante;Taça de Vinho Tinto;2;44,45
CNS-13314250;RSV-64079889;23/02/2025;Estacionamento;Diária de Estacionamento;2;41,05
CNS-58467954;RSV-40997096;07/09/2025;Lavanderia;Passadoria Express;1;15,00
CNS-62129882;RSV-65832076;05/04/2025;Passeio;Transfer Aeroporto;2;168,51
CNS-65456960;RSV-07392593;04/08/2025;Restaurante;Sobremesa da Casa;1;63,30
CNS-18869436;RSV-00754309;27/06/2026;Room Service;Sanduíche Club;1;59,62
CNS-52526310;RSV-63275465;23/01/2025;Passeio;Transfer Aeroporto;1;426,39
CNS-61931081;RSV-66644751;21/10/2025;Frigobar;Cerveja Long Neck;1;24,31
CNS-32690235;RSV-45507171;08.09.24;Room Service;Café da Manhã no Quarto;1;28,40
CNS-38604563;RSV-58084480;20/03/2025;Room Service;Omelete com Salada;1;74,17
CNS-66414689;RSV-71123652;27/04/2025;Spa;Massagem Relaxante 50 min;2;353,15
CNS-42298128;RSV-22208929;02/10/2024;Frigobar;Refrigerante Lata;2;14,52
CNS-23611714;RSV-93173592;18/04/2025;Lavanderia;Lavagem de Peça;2;26,16
CNS-18783895;RSV-00982606;03-11-2025;Passeio;Passeio de Teleférico;2;446,36
CNS-85423820;RSV-47425585;16/08/2024;Passeio;Trilha ao Mirante  ;1;418,73
CNS-81359587;RSV-52638691;2024-08-16;Frigobar;Mix de Castanhas;1;27,28
CNS-72157233;RSV-18504449;11/06/2025;Room Service;Omelete com Salada;3;70,59
CNS-72743621;RSV-23514569;21/09/2024;Passeio;Mergulho com Cilindro;4;465,17
CNS-42619642;RSV-31183657;05/04/2026;Lavanderia;Passadoria Express;3;14,54
CNS-55909392;RSV-93978088;06/05/2025;Restaurante;Almoço Buffet;4;64,72
CNS-32411604;RSV-95678063;24.03.25;Estacionamento;Diária de Estacionamento;4;47,13
CNS-85142892;RSV-30547542;09-11-2024;Lavanderia;Passadoria Express;1;43,93
CNS-25483473;RSV-16814113;27/10/2024;Room  Service;Omelete com Salada;2;83,43
CNS-87228441;RSV-06246899;19/06/2026;Frigobar;Água Mineral 500 ml;1;13,21
CNS-84299375;RSV-52116660;2025-05-31;Passeio;Passeio de Teleférico;2;191,09
CNS-44711366;RSV-41852527;09/05/2026;Frigobar;Chocolate;1;7,15
CNS-41803607;RSV-41219423;20-07-2024;Restaurante;Jantar Executivo;1;72,80
CNS-93924619;RSV-65791350;28-10-2025;Estacionamento;Diária de Estacionamento;1;31,03
CNS-30262200;RSV-08974291;09-07-2024;Restaurante;Almoço Buffet;1;121,35
CNS-05666125;RSV-52718637;02/02/2025;Restaurante;Risoto de Camarão;3;93,90
CNS-87796242;RSV-73893639;22/01/2025;Estacionamento;Diária de Estacionamento;2;42,25
CNS-68418226;RSV-66896402;06/01/2025;Frigobar;Refrigerante Lata;3;13,78
CNS-55304003;RSV-79145287;10/05/2025;Restaurante;Porção de Petiscos;3;137,16
CNS-77436058;RSV-40977882;07/01/2025;Frigobar;Suco Natural;2;22,68
CNS-36471226;RSV-38586503;02/06/2026;Spa;Tratamento Facial;1;249,71
CNS-94448299;RSV-22640079;02/08/2025;Spa;Tratamento Facial;3;217,42
CNS-75942962;RSV-08493792;2026-03-01;Restaurante;Almoço Buffet;1;107,05
CNS-99807606;RSV-14816589;21/02/2025;Passeio;Noite de Fondue;1;443,62
CNS-57180710;RSV-73679921;16/05/2025;Passeio;Mergulho com Cilindro;1;R$ 283,46
CNS-92624713;RSV-25804973;18/07/2025;Restaurante;Jantar Executivo;1;79,20
CNS-91428146;RSV-96759531;16/04/2025;Estacionamento;Valet;4;26,45
CNS-30323451;RSV-87726938;24/03/2026;Estacionamento;Diária de Estacionamento;1;53,73
CNS-72159323;RSV-68350185;2025-04-26;Frigobar;Refrigerante Lata;1;8,14
CNS-47492753;RSV-81226328;30/12/2025;Lavanderia;Lavagem de Peça;1;28,79
CNS-34586678;RSV-15816569;08/12/2024;Spa;Tratamento Facial;3;417,56
CNS-80156502;RSV-16459048;20/06/2025;Restaurante;Pizza Margherita;1;83,98
CNS-16022467;RSV-22314850;17/01/2025;Restaurante;Risoto de Camarão;1;109,59
CNS-88148720;RSV-83952824;11.04.25;Room Service;Tábua  de Frios;3;48,12
CNS-78676288;RSV-41877270;11/11/2024;Frigobar;Mix de Castanhas;1;27,99
CNS-75622887;RSV-16019942;27/09/2025;Lavanderia;Lavagem de Peça;1;35,85
CNS-94354530;RSV-71057748;04/05/2026;Frigobar;Suco Natural;2;R$ 26,75
CNS-56390722;RSV-97031794;30-04-2026;Frigobar;Chocolate;1;14,03
CNS-83347858;RSV-27552746;09/03/2026;Restaurante;Jantar Executivo;1;91,03
CNS-12234530;RSV-61051701;16/05/2026;Lavanderia;Passadoria Express;1;43,24
CNS-27187451;RSV-52103868;19/08/2025;Room Service;Tábua de Frios;2;80,86
CNS-33801273;RSV-35124213;17/01/2026;Frigobar;Chocolate;2;23,27
CNS-61874638;RSV-33723025;07/02/2025;Lavanderia;Passadoria Express;1;38,51
CNS-87040131;RSV-79484829;22/09/2025;Frigobar;Água Mineral 500 ml;1;7,48
CNS-24004875;RSV-94406513;09.10.25;Frigobar;Chocolate;1;10,12
CNS-48092138;RSV-50447958;19/07/2024;Frigobar;Cerveja Long Neck;1;7,09
CNS-28102725;RSV-22601432;04/05/2025;Frigobar;Cerveja Long Neck;2;12,36
CNS-25348803;RSV-03129416;21.05.26;Frigobar;Cerveja Long Neck;1;26,51
CNS-35192709;RSV-75875936;19/03/2025;Estacionamento;Diária de Estacionamento;1;38,79
CNS-58775328;RSV-37286955;14.08.25;ROOM SERVICE;Tábua de Frios;1;26,17
CNS-64799497;RSV-22601432;05/05/2025;Lavanderia;Passadoria Express;3;34,67
CNS-72016987;RSV-56574754;09/02/2026;Lavanderia;Lavagem de Peça;1;21,18
CNS-47443664;RSV-79094663;30/07/2024;Spa;Tratamento Facial;3;402,57
CNS-52976920;RSV-60388069;23/05/2026;Restaurante;Taça de Vinho Tinto;2;128,90
CNS-15871865;RSV-57887572;12/10/2024;Room Service;Omelete com Salada;1;88,66
CNS-87888061;RSV-32095501;01/08/2025;Lavanderia;Lavagem a Seco;1;17,38
CNS-26665056;RSV-91325169;02-08-2025;Restaurante;Jantar Executivo;1;119,28
CNS-57720250;RSV-82347371;02.03.26;Restaurante;Jantar Executivo;1;81,88
CNS-09744202;RSV-86122900;19-03-2026;Frigobar;Refrigerante Lata;1;14,61
CNS-40664124;RSV-58503069;22/09/2024;Estacionamento;Diária de Estacionamento;1;34,27
CNS-00434641;RSV-92159385;29/01/2025;Passeio;Aula de Stand-Up Paddle;1;105,47
CNS-03004798;RSV-24509173;14/01/2026;Spa;Tratamento Facial;4;R$ 297,25
CNS-61033000;RSV-76793626;13/12/2025;Spa;Circuito de Sauna;2;169,02
CNS-11376390;RSV-15423131;19/04/2026;Spa;Tratamento Facial;4;122,30
CNS-12169902;RSV-53165010;20.07.25;Restaurante;Sobremesa da Casa;1;105,17
CNS-03593418;RSV-67851747;19/01/2025;Estacionamento;Diária de Estacionamento;1;42,17
CNS-59812450;RSV-80901855;22/08/2025;Room Service;Sanduíche Club;1;45,17
CNS-34567889;RSV-37809642;06/06/2026;Passeio;Passeio de Teleférico;1;323,37
CNS-01380736;RSV-20976857;06/03/2025;Spa;Massagem Relaxante 50 min;1;274,03
CNS-96921078;RSV-09037152;28.05.26;Frigobar;Refrigerante Lata;2;15,57
CNS-23128561;RSV-65439308;01/01/2026;Passeio;Passeio de Teleférico;1;371,07
CNS-55654835;RSV-05389722;27/09/2025;Restaurante;Sobremesa da Casa;1;47,82
CNS-35217443;RSV-76849747;2024-11-18;Spa  ;Circuito de Sauna;1;342,98
CNS-49736838;RSV-03807658;2026-03-27; Restaurante;Taça de Vinho Tinto;1;68,03
CNS-50366895;RSV-32068810;30/03/2026;Frigobar;REFRIGERANTE LATA;1;19,97
CNS-64121884;RSV-80513081;19/09/2025;Frigobar;Cerveja Long Neck;2;18,39
CNS-95975263;RSV-87865796;10/07/2024;Passeio;Mergulho com Cilindro;1;396,38
CNS-42066468;RSV-99219290;11/12/2024;Estacionamento;Diária de Estacionamento;1;31,68
CNS-82640254;RSV-70456243;26/02/2025;Frigobar;Refrigerante Lata;1;22,93
CNS-55789318;RSV-47000473;05/08/2025;Room Service;tábua de frios;1;37,43
CNS-20163503;RSV-53489670;19/01/2026;Room Service;Omelete com Salada;1;73,16
CNS-62311033;RSV-37300958;10/02/2026;Estacionamento;Diária de Estacionamento;1;40,23
CNS-02196402;RSV-21465288;17/08/2025;Restaurante;Jantar Executivo;2;116,38
CNS-68385778;RSV-43862276;24-07-2024;Estacionamento;Valet;1;46,97
CNS-88128573;RSV-28302984;25/06/2025;estacionamento;Diária de Estacionamento;1;45,97
CNS-24615849;RSV-22714228;22/06/2025;Frigobar;Suco Natural;2;13,66
CNS-75288361;RSV-03977599;02/11/2024;Room Service;Café da Manhã no Quarto;1;30,65
CNS-66613350;RSV-27868858;02/02/2026;Room Service;Sanduíche Club;1;49,35
CNS-50995880;RSV-53155662;29/12/2025;Room Service;Omelete com Salada;1;39,04
CNS-58581184;RSV-03759580;11/12/2024;Restaurante;Taça de Vinho Tinto;2;102,01
CNS-51908127;RSV-62891152;18/09/2025;Restaurante;Risoto de Camarão;1;75,16
CNS-46468433;RSV-50181774;12-09-2025;Frigobar;Mix de Castanhas;1;19,56
CNS-26868194;RSV-05495506;10/12/2024;ROOM SERVICE;Café da Manhã no Quarto;1;27,16
CNS-25480141;RSV-37073644;01/04/2026;Estacionamento;Diária de Estacionamento;1;32,25
CNS-13312939;RSV-26422501;24/11/2024;Room Service;Omelete com Salada;1;40,64
CNS-77754264;RSV-96426971;11/08/2025;Passeio;Aula de Stand-Up Paddle;1;310,95
CNS-15189539;RSV-36790714;29/06/2025;Frigobar;Suco Natural;2;27,37
CNS-35994866;RSV-73939862;17-09-2024;Lavanderia;Passadoria Express;1;44,94
CNS-33976100;RSV-86143414;08/05/2026;Spa;Day Use Spa;4;381,46
CNS-10296541;RSV-64773323;16/12/2024;Estacionamento;Valet;2;56,15
CNS-84486972;RSV-14538712;07/01/2026;Frigobar;Chocolate;3;8,65
CNS-80942089;RSV-57912070;28/10/2025;Lavanderia;Lavagem a Seco;1;36,07
CNS-84158090;RSV-13764761;05/01/2025;Estacionamento;Diária de Estacionamento;2;41,21
CNS-45356644;RSV-16379164;30/08/2024;Spa;Day Use Spa;1;154,57
CNS-08800045;RSV-42891786;09/03/2026;Frigobar;Refrigerante Lata;2;12,56
CNS-64485106;RSV-96743916;24/08/2025;Passeio;Passeio de Teleférico;2;275,82
CNS-37012959;RSV-51056657;02/11/2025;SPA;Circuito de Sauna;2;291,64
CNS-14508949;RSV-70260839;27/07/2025;Restaurante;Porção de Petiscos;3;113,94
CNS-45792469;RSV-83887513;27/10/2024;Lavanderia;Passadoria Express;1;32,29
CNS-67720122;RSV-38148885;17/11/2024;Spa;Circuito de Sauna;2;R$ 230,11
CNS-92039651;RSV-56614884;01/09/2025;Spa;Circuito de Sauna;2;171,12
CNS-29463165;RSV-63126601;09/10/2025;Frigobar;Água Mineral 500 ml;1;16,16
CNS-75632544;RSV-92731584;01/08/2025;Room Service;Sanduíche Club;1;62,69
CNS-22872304;RSV-06602118;02-01-2026;Frigobar;Cerveja Long Neck;1;6,79
CNS-58762271;RSV-56653576;30/05/2026;Room Service;Omelete com Salada;2;25,49
CNS-70958860;RSV-73446975;20-05-2025;Restaurante;Pizza Margherita;1;73,59
CNS-59992878;RSV-82775838;20-09-2025;Frigobar;Cerveja Long Neck;2;23,75
CNS-36474422;RSV-99269183;23/02/2026;Restaurante;Pizza Margherita;1;105,11
CNS-75719450;RSV-15281428;07/12/2024;Restaurante;Taça de Vinho Tinto;3;41,19
CNS-87508696;RSV-85036939;23/12/2025;Restaurante;Almoço Buffet;1;124,09
CNS-26373682;RSV-33706627;10/05/2025;Passeio;Tour de Vinícolas;1;252,19
CNS-80126911;RSV-33985474;03.01.26;Spa;Circuito de Sauna;4;154,03
CNS-00033793;RSV-81493362;06/07/2025;Restaurante;Sobremesa da Casa;1;53,79
CNS-70195889;RSV-22106121;06.01.26;Lavanderia;Lavagem a Seco;3;28,98
CNS-95065254;RSV-74036030;29/06/2026;Passeio;Noite de Fondue;1;310,80
CNS-93663116;RSV-99714439;05/04/2026;Room Service;Sanduíche Club;1;54,48
CNS-08955646;RSV-00771523;09/10/2024;Frigobar;Suco Natural;1;23,35
CNS-90175022;RSV-57153290;04-06-2025;Restaurante;Sobremesa da Casa;1;106,84
CNS-20538970;RSV-84727013;26/01/2025;Restaurante;Porção de Petiscos;1;83,37
CNS-19248151;RSV-39947203;07/01/2025;Room Service;Sanduíche Club;1;58,93
CNS-80623534;RSV-51203844;09/05/2025;Restaurante;Taça de Vinho Tinto;4;125,66
CNS-93390512;RSV-96457077;12/09/2025;Frigobar;Água Mineral 500 ml;3;7,33
CNS-12474481;RSV-35672791;11/05/2025;Frigobar;Refrigerante Lata;1;19,35
