Reserva_ID;Quarto_ID;Hospede_ID;Canal_Venda;Data_Reserva;Data_Checkin;Data_Checkout;Qtd_Hospedes;Diaria_Media_Cobrada;Status_Reserva
RSV-54181671;QRT-47628;HSP-886602;Agência de Turismo;2025-08-22;2026-02-02;2026-02-05;2;435,27;Check-out Realizado
RSV-09547061;QRT-47628;HSP-803549;Balcão;2026-02-07;2026-02-07;2026-02-10;1;307,19;Check-out Realizado
RSV-66522924;QRT-47628;HSP-774650;OTA BookNow;2026-02-09;2026-02-14;2026-02-17;3;221,23;Check-out Realizado
RSV-81258738;QRT-47628;HSP-128874;OTA BookNow;2025-11-06;2026-02-25;2026-03-01;2;176,48;Check-out Realizado
RSV-07404485;QRT-47628;HSP-558881;OTA ViajaMais;2025-12-23;2026-03-06;2026-03-09;3;210,03;No-Show
RSV-37747727;QRT-47628;HSP-567555;OTA ViajaMais;2025-11-16;2026-03-13;2026-03-16;2;176,06;Check-out Realizado
RSV-70852292;QRT-47628;HSP-437246;Central Telefônica;2026-02-24;2026-03-17;2026-03-21;2;178,74;Check-out Realizado
RSV-44614217;QRT-47628;HSP-281962;Agência de Turismo;2025-10-24;2026-03-23;2026-03-25;1;360,25;Check-out Realizado
RSV-26408806;QRT-47628;HSP-212549;OTA ViajaMais;2025-12-27;2026-04-01;2026-04-05;1;177,88;Check-out Realizado
RSV-59932999;QRT-47628;HSP-256734;Balcão;2026-04-08;2026-04-08;2026-04-13;1;262,37;Check-out Realizado
RSV-19194080;QRT-47628;HSP-952316;OTA ViajaMais;2026-02-12;2026-04-15;2026-04-17;3;186,48;Check-out Realizado
RSV-14484012;QRT-47628;HSP-851939;Site Próprio;2026-03-12;2026-04-21;2026-04-24;3;386,64;Check-out Realizado
RSV-19905087;QRT-47628;HSP-731979;OTA BookNow;2026-04-21;2026-04-28;2026-05-01;1;373,88;Check-out Realizado
RSV-45353677;QRT-47628;HSP-581637;OTA BookNow;2026-01-29;2026-05-02;2026-05-05;1;332,18;Check-out Realizado
RSV-75386730;QRT-47628;HSP-480667;Site Próprio;2026-04-06;2026-05-06;2026-05-11;2;161,75;Check-out Realizado
RSV-80201130;QRT-47628;HSP-397560;OTA BookNow;2026-02-08;2026-05-17;2026-05-21;1;185,4;Check-out Realizado
RSV-82716072;QRT-47628;HSP-728598;Site Próprio;2026-03-21;2026-05-22;2026-05-26;2;227,89;Check-out Realizado
RSV-77165576;QRT-47628;HSP-949432;OTA BookNow;2026-04-16;2026-06-05;2026-06-07;3;165,33;Check-out Realizado
RSV-32060401;QRT-47628;HSP-577824;OTA BookNow;2026-05-09;2026-06-12;2026-06-17;2;253,34;Check-out Realizado
RSV-17065915;QRT-47628;HSP-506352;Site Próprio;2026-06-18;2026-06-20;2026-06-23;1;231,49;Check-out Realizado
RSV-11902725;QRT-47628;HSP-130840;OTA ViajaMais;2026-06-02;2026-06-29;2026-07-03;1;200,7;Hospedado
RSV-85260642;QRT-47628;HSP-245542;OTA BookNow;2026-04-10;2026-07-10;2026-07-17;3;436,46;Cancelada
RSV-74875073;QRT-47628;HSP-729040;Site Próprio;2026-07-12;2026-07-19;2026-07-22;2;454,09;Confirmada
RSV-74038255;QRT-47628;HSP-252713;OTA BookNow;2026-04-11;2026-07-31;2026-08-03;3;332,54;Confirmada
RSV-15748722;QRT-47628;HSP-770001;OTA ViajaMais;2026-05-13;2026-08-07;2026-08-09;2;191,4;Confirmada
RSV-04040391;QRT-47628;HSP-026191;OTA BookNow;2026-08-08;2026-08-14;2026-08-16;3;281,91;Confirmada
RSV-68414238;QRT-47628;HSP-268349;Central Telefônica;2026-08-05;2026-08-20;2026-08-22;3;278,86;Confirmada
RSV-07393473;QRT-47628;HSP-950896;Site Próprio;2026-08-26;2026-08-28;2026-09-02;1;436,83;Confirmada
RSV-55791998;QRT-47628;HSP-841302;Agência de Turismo;2026-05-07;2026-09-02;2026-09-05;1;172,18;Confirmada
RSV-84831867;QRT-47628;HSP-742487;OTA BookNow;2026-08-20;2026-09-06;2026-09-09;2;383,66;Confirmada
RSV-74114563;QRT-47628;HSP-952336;Central Telefônica;2026-08-20;2026-09-12;2026-09-16;3;190,72;Confirmada
RSV-45662859;QRT-47628;HSP-195007;Site Próprio;2026-09-10;2026-09-19;2026-09-26;2;193,86;Confirmada
RSV-06775060;QRT-84972;HSP-013934;Agência de Turismo;2024-05-29;2024-07-12;2024-07-16;1;299,57;Check-out Realizado
RSV-30329072;QRT-84972;HSP-845996;Site Próprio;2024-04-26;2024-07-19;2024-07-26;1;296,83;Check-out Realizado
RSV-16059044;QRT-84972;HSP-115680;OTA BookNow;2024-04-07;2024-07-28;2024-07-30;1;346,74;Check-out Realizado
RSV-91966290;QRT-84972;HSP-597382;Site Próprio;2024-06-25;2024-08-01;2024-08-08;2;284,64;Cancelada
RSV-43083039;QRT-84972;HSP-932481;OTA ViajaMais;2024-07-05;2024-08-10;2024-08-12;1;196,33;Check-out Realizado
RSV-92519558;QRT-84972;HSP-138618;Site Próprio;2024-06-16;2024-08-16;2024-08-20;1;158,37;Check-out Realizado
RSV-49073369;QRT-84972;HSP-207372;OTA BookNow;2024-05-30;2024-08-20;2024-08-23;1;157,98;Check-out Realizado
RSV-61905035;QRT-84972;HSP-973471;Site Próprio;2024-08-07;2024-08-30;2024-09-02;2;338,1;Check-out Realizado
RSV-02458994;QRT-84972;HSP-941127;Agência de Turismo;2024-08-18;2024-09-06;2024-09-10;1;154,72;Check-out Realizado
RSV-48894336;QRT-84972;HSP-867343;OTA BookNow;2024-08-30;2024-09-18;2024-09-21;1;136,17;Check-out Realizado
RSV-41090458;QRT-84972;HSP-634545;OTA ViajaMais;2024-07-18;2024-09-27;2024-09-30;2;318,38;Check-out Realizado
RSV-57215639;QRT-84972;HSP-598227;Site Próprio;2024-08-12;2024-10-05;2024-10-09;1;160,42;Check-out Realizado
RSV-06544434;QRT-84972;HSP-981493;Balcão;2024-10-18;2024-10-18;2024-10-21;2;185,32;Cancelada
RSV-27251403;QRT-84972;HSP-669822;OTA BookNow;2024-09-06;2024-10-21;2024-10-26;1;148,99;Check-out Realizado
RSV-34696989;QRT-84972;HSP-012280;OTA ViajaMais;2024-08-27;2024-11-01;2024-11-06;1;327,42;Check-out Realizado
RSV-47003875;QRT-84972;HSP-517272;OTA ViajaMais;2024-08-13;2024-11-15;2024-11-19;2;156,32;Check-out Realizado
RSV-41475940;QRT-84972;HSP-558881;Site Próprio;2024-10-29;2024-11-20;2024-11-25;2;142,67;Check-out Realizado
RSV-89488007;QRT-84972;HSP-982151;Central Telefônica;2024-12-02;2024-12-02;2024-12-09;1;175,65;Check-out Realizado
RSV-67870724;QRT-84972;HSP-976306;OTA BookNow;2024-08-19;2024-12-14;2024-12-18;1;181,41;Check-out Realizado
RSV-32940990;QRT-84972;HSP-926548;OTA ViajaMais;2024-10-23;2024-12-20;2024-12-23;2;205,48;Check-out Realizado
RSV-91633913;QRT-84972;HSP-749529;Site Próprio;2024-11-17;2024-12-28;2024-12-31;1;184,23;Check-out Realizado
RSV-71847952;QRT-84972;HSP-630342;Site Próprio;2024-12-27;2025-01-04;2025-01-08;1;200,76;Check-out Realizado
RSV-14092003;QRT-84972;HSP-078751;Site Próprio;2024-10-30;2025-01-14;2025-01-17;1;195,87;Check-out Realizado
RSV-04154174;QRT-84972;HSP-898857;Central Telefônica;2024-12-27;2025-01-18;2025-01-20;2;389,51;Check-out Realizado
RSV-64209211;QRT-84972;HSP-371017;Site Próprio;2025-01-19;2025-01-24;2025-01-28;1;234,21;Check-out Realizado
RSV-11259918;QRT-84972;HSP-950750;Balcão;2025-01-31;2025-01-31;2025-02-02;1;229,01;Check-out Realizado
RSV-71497862;QRT-84972;HSP-083067;OTA BookNow;2025-01-19;2025-02-08;2025-02-12;1;207,48;Check-out Realizado
RSV-74849208;QRT-84972;HSP-992097;Balcão;2025-02-14;2025-02-14;2025-02-18;2;196,1;Check-out Realizado
RSV-14313068;QRT-84972;HSP-162568;Central Telefônica;2025-02-15;2025-02-28;2025-03-05;1;168,37;Check-out Realizado
RSV-36771082;QRT-84972;HSP-402122;Agência de Turismo;2025-01-17;2025-03-06;2025-03-09;1;143,89;Check-out Realizado
RSV-19950879;QRT-84972;HSP-133220;Site Próprio;2025-02-08;2025-03-09;2025-03-14;1;195,27;Cancelada
RSV-35790233;QRT-84972;HSP-971108;OTA BookNow;2025-01-21;2025-03-14;2025-03-16;1;312,02;Check-out Realizado
RSV-65080512;QRT-84972;HSP-070111;OTA ViajaMais;2025-02-08;2025-03-18;2025-03-22;1;196,74;Check-out Realizado
RSV-70102690;QRT-84972;HSP-116149;OTA BookNow;2024-12-06;2025-03-28;2025-04-01;1;332,18;Check-out Realizado
RSV-27782891;QRT-84972;HSP-212237;Site Próprio;2025-02-10;2025-04-04;2025-04-08;2;141,61;Check-out Realizado
RSV-37929416;QRT-84972;HSP-079713;Site Próprio;2025-02-06;2025-04-08;2025-04-12;1;134,31;Check-out Realizado
RSV-52186660;QRT-84972;HSP-101609;OTA BookNow;2025-02-18;2025-04-18;2025-04-23;1;368,08;Check-out Realizado
RSV-57170771;QRT-84972;HSP-803549;OTA BookNow;2025-01-02;2025-04-25;2025-04-28;2;156,95;Check-out Realizado
RSV-77692549;QRT-84972;HSP-263872;OTA BookNow;2025-04-15;2025-05-02;2025-05-06;2;171,61;Check-out Realizado
RSV-20642902;QRT-84972;HSP-183972;OTA BookNow;2025-03-28;2025-05-07;2025-05-12;1;138,48;Check-out Realizado
RSV-17129960;QRT-84972;HSP-273392;Central Telefônica;2025-04-20;2025-05-19;2025-05-21;2;153,66;Check-out Realizado
RSV-68962524;QRT-84972;HSP-579234;Site Próprio;2025-05-06;2025-05-30;2025-06-04;2;147,66;Check-out Realizado
RSV-86473692;QRT-84972;HSP-429050;OTA ViajaMais;2025-06-03;2025-06-13;2025-06-16;2;173,04;Check-out Realizado
RSV-02943976;QRT-84972;HSP-651975;OTA BookNow;2025-05-12;2025-06-18;2025-06-23;1;164,69;Check-out Realizado
RSV-08436799;QRT-84972;HSP-667754;OTA BookNow;2025-05-18;2025-07-04;2025-07-07;2;165,53;Check-out Realizado
RSV-06593365;QRT-84972;HSP-949432;Site Próprio;2025-06-27;2025-07-11;2025-07-16;2;297,04;Check-out Realizado
RSV-20447361;QRT-84972;HSP-709462;OTA BookNow;2025-06-08;2025-07-18;2025-07-25;2;320,24;Check-out Realizado
RSV-39198562;QRT-84972;HSP-205612;OTA ViajaMais;2025-05-10;2025-07-26;2025-07-28;1;352,05;Check-out Realizado
RSV-63973649;QRT-84972;HSP-296280;Balcão;2025-07-28;2025-07-28;2025-07-31;1;353,29;Check-out Realizado
RSV-72054609;QRT-84972;HSP-174110;OTA ViajaMais;2025-04-18;2025-08-08;2025-08-12;2;373,35;Check-out Realizado
RSV-89842387;QRT-84972;HSP-256989;OTA BookNow;2025-06-26;2025-08-13;2025-08-18;2;166,28;Check-out Realizado
RSV-58969720;QRT-84972;HSP-209987;Agência de Turismo;2025-03-16;2025-08-25;2025-08-29;2;158,48;Check-out Realizado
RSV-91582907;QRT-84972;HSP-253076;Site Próprio;2025-07-25;2025-09-05;2025-09-09;1;343,05;Check-out Realizado
RSV-54640816;QRT-84972;HSP-441704;Site Próprio;2025-09-16;2025-09-18;2025-09-25;1;150,35;Check-out Realizado
RSV-75263201;QRT-84972;HSP-144340;Balcão;2025-10-03;2025-10-03;2025-10-10;2;238,91;Check-out Realizado
RSV-80549101;QRT-84972;HSP-171541;OTA ViajaMais;2025-10-14;2025-10-17;2025-10-20;1;348,24;Check-out Realizado
RSV-85788751;QRT-84972;HSP-429050;OTA BookNow;2025-09-03;2025-10-31;2025-11-02;1;155,33;Check-out Realizado
RSV-86959732;QRT-84972;HSP-087393;Central Telefônica;2025-11-03;2025-11-07;2025-11-14;2;199,33;Check-out Realizado
RSV-63934629;QRT-84972;HSP-066113;OTA BookNow;2025-10-19;2025-11-21;2025-11-26;1;303,15;No-Show
RSV-33368085;QRT-84972;HSP-717575;OTA BookNow;2025-11-18;2025-12-03;2025-12-06;1;159,51;Check-out Realizado
RSV-65507826;QRT-84972;HSP-084285;OTA BookNow;2025-09-09;2025-12-12;2025-12-15;2;361,34;Check-out Realizado
RSV-18159270;QRT-84972;HSP-697577;OTA BookNow;2025-09-30;2025-12-17;2025-12-21;2;198,94;Check-out Realizado
RSV-24509237;QRT-84972;HSP-965817;OTA BookNow;2025-12-03;2025-12-24;2025-12-31;1;262,7;Check-out Realizado
RSV-26775559;QRT-84972;HSP-790827;Balcão;2026-01-02;2026-01-02;2026-01-06;1;249,86;Check-out Realizado
RSV-93664153;QRT-84972;HSP-715637;Site Próprio;2025-12-30;2026-01-09;2026-01-13;2;210,37;Check-out Realizado
RSV-43717531;QRT-84972;HSP-446239;OTA ViajaMais;2025-10-02;2026-01-19;2026-01-21;2;200,91;Check-out Realizado
RSV-99439175;QRT-84972;HSP-095292;OTA ViajaMais;2026-01-08;2026-01-23;2026-01-25;1;222,48;Check-out Realizado
RSV-74099467;QRT-84972;HSP-790597;OTA BookNow;2025-12-14;2026-01-29;2026-02-02;2;274,04;Check-out Realizado
RSV-53544779;QRT-84972;HSP-213928;OTA BookNow;2025-10-17;2026-02-06;2026-02-08;2;151,46;Check-out Realizado
RSV-79742785;QRT-84972;HSP-942417;Agência de Turismo;2025-09-14;2026-02-13;2026-02-17;1;188,27;Check-out Realizado
RSV-51510914;QRT-84972;HSP-123091;Site Próprio;2026-01-27;2026-02-27;2026-03-03;2;157,3;Check-out Realizado
RSV-67226259;QRT-84972;HSP-068229;OTA ViajaMais;2026-02-16;2026-03-10;2026-03-15;1;149,57;Check-out Realizado
RSV-69593032;QRT-84972;HSP-372018;OTA BookNow;2026-03-09;2026-03-20;2026-03-25;1;208,17;Check-out Realizado
RSV-09832829;QRT-84972;HSP-172413;Balcão;2026-03-25;2026-03-25;2026-03-28;2;191,66;Check-out Realizado
RSV-03302018;QRT-84972;HSP-838877;Balcão;2026-04-03;2026-04-03;2026-04-06;2;411,36;Check-out Realizado
RSV-17028831;QRT-84972;HSP-426873;Site Próprio;2026-03-04;2026-04-12;2026-04-14;1;158,57;Check-out Realizado
RSV-24878674;QRT-84972;HSP-458498;OTA BookNow;2026-03-24;2026-04-16;2026-04-19;2;147,32;Check-out Realizado
RSV-58477030;QRT-84972;HSP-531657;Balcão;2026-04-24;2026-04-24;2026-04-28;1;246,39;Check-out Realizado
RSV-06660527;QRT-84972;HSP-370015;OTA BookNow;2026-03-24;2026-05-08;2026-05-13;1;142,41;Check-out Realizado
RSV-83177993;QRT-84972;HSP-387390;Agência de Turismo;2026-04-07;2026-05-20;2026-05-27;2;139,74;Check-out Realizado
RSV-35908859;QRT-84972;HSP-363835;Site Próprio;2026-04-17;2026-05-29;2026-06-02;2;160,06;Check-out Realizado
RSV-36017487;QRT-84972;HSP-000266;Agência de Turismo;2026-01-17;2026-06-05;2026-06-09;2;150,36;Cancelada
RSV-66038239;QRT-84972;HSP-412771;OTA BookNow;2026-04-12;2026-06-17;2026-06-19;2;157,93;Check-out Realizado
RSV-60788682;QRT-84972;HSP-542916;Balcão;2026-06-22;2026-06-22;2026-06-27;1;407,61;Check-out Realizado
RSV-50361980;QRT-84972;HSP-973748;Site Próprio;2026-06-07;2026-06-27;2026-06-30;1;396,47;Check-out Realizado
RSV-39807980;QRT-84972;HSP-472202;Balcão;2026-07-04;2026-07-04;2026-07-06;2;193,35;Confirmada
RSV-78173277;QRT-84972;HSP-800846;Agência de Turismo;2026-02-01;2026-07-10;2026-07-13;2;269,29;Confirmada
RSV-75313081;QRT-84972;HSP-434886;OTA BookNow;2026-05-20;2026-07-17;2026-07-20;2;325,89;Confirmada
RSV-26564148;QRT-84972;HSP-284740;OTA ViajaMais;2026-06-24;2026-07-24;2026-07-28;1;332,8;Confirmada
RSV-89780183;QRT-84972;HSP-163402;Agência de Turismo;2026-05-22;2026-07-31;2026-08-05;2;258,39;Confirmada
RSV-84398247;QRT-84972;HSP-471734;Central Telefônica;2026-07-26;2026-08-09;2026-08-14;1;182,7;Confirmada
RSV-56497242;QRT-84972;HSP-942417;OTA ViajaMais;2026-05-04;2026-08-18;2026-08-22;2;297,26;Confirmada
RSV-01391676;QRT-84972;HSP-514241;Site Próprio;2026-07-19;2026-08-28;2026-08-31;2;374,64;Confirmada
RSV-81844957;QRT-84972;HSP-343034;Site Próprio;2026-08-29;2026-09-01;2026-09-04;1;198,88;Confirmada
RSV-85806225;QRT-84972;HSP-434886;OTA BookNow;2026-06-19;2026-09-11;2026-09-18;1;291,06;Cancelada
RSV-97169177;QRT-84972;HSP-846406;Central Telefônica;2026-09-02;2026-09-25;2026-09-30;2;320,65;Confirmada
RSV-03327834;QRT-86467;HSP-037725;OTA BookNow;2024-03-07;2024-07-05;2024-07-09;1;547,0;Check-out Realizado
RSV-32547688;QRT-86467;HSP-943124;OTA BookNow;2024-04-23;2024-07-13;2024-07-17;2;503,17;Check-out Realizado
RSV-11070840;QRT-86467;HSP-448614;OTA BookNow;2024-04-29;2024-07-20;2024-07-23;1;493,2;Check-out Realizado
RSV-83416614;QRT-86467;HSP-039849;OTA BookNow;2024-04-13;2024-07-26;2024-08-02;3;531,54;Check-out Realizado
RSV-30166996;QRT-86467;HSP-362564;OTA ViajaMais;2024-04-19;2024-08-03;2024-08-08;2;560,32;Check-out Realizado
RSV-21540492;QRT-86467;HSP-976306;OTA ViajaMais;2024-06-30;2024-08-13;2024-08-18;1;365,28;Check-out Realizado
RSV-93704568;QRT-86467;HSP-037531;OTA BookNow;2024-06-08;2024-08-24;2024-08-27;3;342,68;Check-out Realizado
RSV-29176026;QRT-86467;HSP-328389;OTA BookNow;2024-06-06;2024-08-30;2024-09-01;2;281,42;Check-out Realizado
RSV-50081518;QRT-86467;HSP-787219;Balcão;2024-09-06;2024-09-06;2024-09-13;3;417,35;Check-out Realizado
RSV-91342068;QRT-86467;HSP-223483;OTA BookNow;2024-08-23;2024-09-17;2024-09-19;2;554,22;Check-out Realizado
RSV-26046119;QRT-86467;HSP-488927;Central Telefônica;2024-09-24;2024-09-27;2024-10-01;1;362,2;Check-out Realizado
RSV-67300161;QRT-86467;HSP-661084;Agência de Turismo;2024-08-11;2024-10-09;2024-10-13;1;280,67;Check-out Realizado
RSV-27883242;QRT-86467;HSP-079713;OTA BookNow;2024-08-06;2024-10-18;2024-10-21;1;327,34;Check-out Realizado
RSV-08405219;QRT-86467;HSP-118094;OTA ViajaMais;2024-07-30;2024-10-27;2024-10-29;2;277,01;Check-out Realizado
RSV-59980147;QRT-86467;HSP-686533;Site Próprio;2024-10-25;2024-11-06;2024-11-13;1;274,14;Check-out Realizado
RSV-90000412;QRT-86467;HSP-825420;Site Próprio;2024-11-17;2024-11-22;2024-11-27;2;321,53;Check-out Realizado
RSV-21357507;QRT-86467;HSP-076153;Site Próprio;2024-10-27;2024-12-02;2024-12-09;3;291,43;Check-out Realizado
RSV-82474999;QRT-86467;HSP-308662;OTA ViajaMais;2024-10-10;2024-12-13;2024-12-18;3;330,25;Check-out Realizado
RSV-71445179;QRT-86467;HSP-507981;OTA BookNow;2024-10-31;2024-12-27;2024-12-31;1;370,59;Check-out Realizado
RSV-47060567;QRT-86467;HSP-619316;Site Próprio;2024-10-27;2025-01-10;2025-01-14;1;341,07;Check-out Realizado
RSV-09972883;QRT-86467;HSP-079713;OTA ViajaMais;2024-10-19;2025-01-17;2025-01-22;3;331,41;Check-out Realizado
RSV-11824388;QRT-86467;HSP-467934;Balcão;2025-01-25;2025-01-25;2025-01-28;3;470,23;Check-out Realizado
RSV-52572686;QRT-86467;HSP-882963;Site Próprio;2025-01-01;2025-01-29;2025-02-02;1;366,95;Check-out Realizado
RSV-63165521;QRT-86467;HSP-626679;Balcão;2025-02-08;2025-02-08;2025-02-11;2;458,91;Check-out Realizado
RSV-62336734;QRT-86467;HSP-053735;OTA ViajaMais;2025-02-08;2025-02-12;2025-02-14;1;331,76;Check-out Realizado
RSV-41121413;QRT-86467;HSP-533195;OTA BookNow;2025-01-29;2025-02-16;2025-02-19;2;641,55;Check-out Realizado
RSV-11629549;QRT-86467;HSP-488927;Site Próprio;2024-11-22;2025-02-19;2025-02-22;1;276,99;Check-out Realizado
RSV-20926514;QRT-86467;HSP-119282;OTA BookNow;2024-12-01;2025-02-25;2025-03-01;2;635,1;Cancelada
RSV-73501768;QRT-86467;HSP-369756;OTA ViajaMais;2024-12-29;2025-03-01;2025-03-08;3;557,82;Check-out Realizado
RSV-35000592;QRT-86467;HSP-596811;Site Próprio;2025-01-16;2025-03-10;2025-03-12;3;570,86;Check-out Realizado
RSV-69260216;QRT-86467;HSP-967498;OTA BookNow;2025-03-01;2025-03-21;2025-03-23;3;278,63;Cancelada
RSV-79785939;QRT-86467;HSP-435544;OTA ViajaMais;2024-12-06;2025-03-29;2025-04-02;1;324,98;Check-out Realizado
RSV-43423955;QRT-86467;HSP-987784;OTA BookNow;2024-12-06;2025-04-02;2025-04-09;1;257,35;Check-out Realizado
RSV-42164270;QRT-86467;HSP-159772;Site Próprio;2025-03-30;2025-04-11;2025-04-15;2;302,29;Check-out Realizado
RSV-55961278;QRT-86467;HSP-643281;OTA BookNow;2025-03-15;2025-04-18;2025-04-25;2;283,72;Check-out Realizado
RSV-54573674;QRT-86467;HSP-797998;Agência de Turismo;2025-02-28;2025-05-02;2025-05-09;3;485,88;Check-out Realizado
RSV-56289415;QRT-86467;HSP-249439;Site Próprio;2025-05-03;2025-05-16;2025-05-23;1;539,31;Check-out Realizado
RSV-86785314;QRT-86467;HSP-382581;Site Próprio;2025-03-31;2025-05-23;2025-05-25;1;550,84;Cancelada
RSV-68983078;QRT-86467;HSP-769179;OTA BookNow;2025-04-03;2025-05-31;2025-06-04;3;364,39;Cancelada
RSV-67036286;QRT-86467;HSP-589489;OTA ViajaMais;2025-04-06;2025-06-13;2025-06-15;3;310,05;Check-out Realizado
RSV-70149145;QRT-86467;HSP-960097;Central Telefônica;2025-06-01;2025-06-20;2025-06-24;1;378,63;Check-out Realizado
RSV-45112200;QRT-86467;HSP-413363;OTA BookNow;2025-03-02;2025-06-28;2025-07-05;1;267,59;Check-out Realizado
RSV-42646643;QRT-86467;HSP-949432;Site Próprio;2025-04-30;2025-07-07;2025-07-10;2;608,05;Check-out Realizado
RSV-63698885;QRT-86467;HSP-680209;OTA BookNow;2025-05-08;2025-07-11;2025-07-15;2;688,15;Check-out Realizado
RSV-79047875;QRT-86467;HSP-103384;Agência de Turismo;2025-06-01;2025-07-18;2025-07-23;3;535,03;Check-out Realizado
RSV-05269232;QRT-86467;HSP-516037;Site Próprio;2025-06-29;2025-07-24;2025-07-26;2;582,32;Check-out Realizado
RSV-11646978;QRT-86467;HSP-866800;OTA BookNow;2025-05-13;2025-07-26;2025-07-28;2;698,88;Check-out Realizado
RSV-58087393;QRT-86467;HSP-991336;OTA BookNow;2025-05-18;2025-07-30;2025-08-04;1;498,13;Check-out Realizado
RSV-23069290;QRT-86467;HSP-430911;Balcão;2025-08-09;2025-08-09;2025-08-11;3;344,87;Check-out Realizado
RSV-12080357;QRT-86467;HSP-032907;Balcão;2025-08-18;2025-08-18;2025-08-22;1;332,02;Check-out Realizado
RSV-98911578;QRT-86467;HSP-284851;OTA ViajaMais;2025-07-06;2025-08-25;2025-08-28;2;619,57;Cancelada
RSV-48533812;QRT-86467;HSP-551845;Agência de Turismo;2025-07-13;2025-09-05;2025-09-07;3;360,1;Check-out Realizado
RSV-32518587;QRT-86467;HSP-618461;OTA BookNow;2025-06-08;2025-09-10;2025-09-13;1;350,32;Check-out Realizado
RSV-68504277;QRT-86467;HSP-667169;OTA ViajaMais;2025-08-02;2025-09-19;2025-09-22;1;599,42;Cancelada
RSV-42881249;QRT-86467;HSP-237856;OTA BookNow;2025-06-19;2025-09-30;2025-10-03;3;258,76;Check-out Realizado
RSV-73440925;QRT-86467;HSP-302056;OTA ViajaMais;2025-08-17;2025-10-05;2025-10-12;3;559,48;Check-out Realizado
RSV-02401528;QRT-86467;HSP-747317;OTA ViajaMais;2025-09-19;2025-10-17;2025-10-19;1;378,19;Cancelada
RSV-69737137;QRT-86467;HSP-438412;OTA BookNow;2025-09-26;2025-10-25;2025-10-29;2;349,47;Check-out Realizado
RSV-28273816;QRT-86467;HSP-662086;OTA BookNow;2025-09-02;2025-11-01;2025-11-06;2;298,14;Check-out Realizado
RSV-20754741;QRT-86467;HSP-133706;OTA ViajaMais;2025-11-04;2025-11-07;2025-11-11;1;404,37;Check-out Realizado
RSV-38209171;QRT-86467;HSP-237856;Agência de Turismo;2025-06-12;2025-11-11;2025-11-18;1;231,05;Check-out Realizado
RSV-44956977;QRT-86467;HSP-056980;OTA BookNow;2025-08-22;2025-11-28;2025-12-02;1;255,1;Check-out Realizado
RSV-32283306;QRT-86467;HSP-839619;OTA ViajaMais;2025-09-07;2025-12-08;2025-12-10;1;303,61;Check-out Realizado
RSV-43859680;QRT-86467;HSP-026191;Central Telefônica;2025-12-07;2025-12-16;2025-12-21;1;374,41;Check-out Realizado
RSV-72468727;QRT-86467;HSP-690733;Site Próprio;2025-11-20;2025-12-21;2025-12-26;3;451,87;Check-out Realizado
RSV-49920263;QRT-86467;HSP-210842;Site Próprio;2025-11-16;2025-12-29;2026-01-02;1;713,2;Check-out Realizado
RSV-84901753;QRT-86467;HSP-420441;Site Próprio;2025-10-16;2026-01-03;2026-01-07;3;671,3;Check-out Realizado
RSV-55288950;QRT-86467;HSP-488613;OTA ViajaMais;2025-09-27;2026-01-08;2026-01-12;1;379,9;Check-out Realizado
RSV-99408290;QRT-86467;HSP-996859;Site Próprio;2025-12-28;2026-01-16;2026-01-19;3;420,29;Check-out Realizado
RSV-70613575;QRT-86467;HSP-169773;OTA ViajaMais;2026-01-01;2026-01-30;2026-02-01;1;396,09;No-Show
RSV-76906636;QRT-86467;HSP-439866;Agência de Turismo;2025-09-14;2026-02-06;2026-02-10;1;337,2;Check-out Realizado
RSV-37336522;QRT-86467;HSP-079713;Balcão;2026-02-13;2026-02-13;2026-02-17;3;314,01;Check-out Realizado
RSV-05390350;QRT-86467;HSP-122034;OTA BookNow;2025-11-21;2026-02-20;2026-02-25;3;291,61;Check-out Realizado
RSV-65895584;QRT-86467;HSP-056188;Site Próprio;2026-01-22;2026-02-28;2026-03-03;1;327,24;Check-out Realizado
RSV-11925154;QRT-86467;HSP-228460;OTA ViajaMais;2026-01-12;2026-03-13;2026-03-15;3;277,59;Check-out Realizado
RSV-96434628;QRT-86467;HSP-296280;OTA BookNow;2025-12-05;2026-03-20;2026-03-24;2;318,2;Check-out Realizado
RSV-03383261;QRT-86467;HSP-787563;Agência de Turismo;2025-09-28;2026-03-27;2026-04-03;1;253,42;Check-out Realizado
RSV-00291381;QRT-86467;HSP-579164;Balcão;2026-04-10;2026-04-10;2026-04-17;3;633,35;Check-out Realizado
RSV-07121689;QRT-86467;HSP-472202;Balcão;2026-04-24;2026-04-24;2026-04-28;3;689,13;Check-out Realizado
RSV-89488073;QRT-86467;HSP-437246;Agência de Turismo;2025-11-14;2026-05-01;2026-05-05;1;242,3;Check-out Realizado
RSV-75510984;QRT-86467;HSP-981493;Balcão;2026-05-06;2026-05-06;2026-05-13;1;298,45;Check-out Realizado
RSV-27340161;QRT-86467;HSP-159629;Site Próprio;2026-03-30;2026-05-15;2026-05-22;2;282,52;Check-out Realizado
RSV-05381600;QRT-86467;HSP-991367;Balcão;2026-05-22;2026-05-22;2026-05-25;2;646,29;Check-out Realizado
RSV-62355847;QRT-86467;HSP-964588;Agência de Turismo;2026-05-23;2026-06-05;2026-06-09;1;280,37;Check-out Realizado
